task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	b4/1f81e0	2361020	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039285)	COMPLETED	0	2024-06-11 13:29:03.899	21.6s	8ms	126.8%	0	0	99.2 KB	902 B
3	e0/152f6a	2362752	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039286)	COMPLETED	0	2024-06-11 13:29:04.641	33.1s	8ms	127.6%	0	0	99.2 KB	902 B
4	98/c08844	2364525	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039287)	COMPLETED	0	2024-06-11 13:29:05.643	35.1s	7ms	123.8%	0	0	99.2 KB	902 B
5	0e/5801f8	2365150	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039288)	COMPLETED	0	2024-06-11 13:29:06.093	35.5s	11ms	138.7%	0	0	99.2 KB	902 B
6	a5/2c33d1	2366634	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039289)	COMPLETED	0	2024-06-11 13:29:07.722	37.8s	10ms	101.5%	0	0	99.2 KB	902 B
7	9b/8279a1	2368557	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039290)	COMPLETED	0	2024-06-11 13:29:09.273	39.2s	9ms	106.7%	0	0	99.2 KB	902 B
8	2a/b6f185	2369062	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039291)	COMPLETED	0	2024-06-11 13:29:10.320	41.1s	8ms	126.8%	0	0	99.2 KB	902 B
9	68/754065	2370968	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039292)	COMPLETED	0	2024-06-11 13:29:12.202	42.5s	7ms	65.8%	0	0	99.2 KB	901 B
10	ed/6f141f	2371849	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039293)	COMPLETED	0	2024-06-11 13:29:13.554	46.3s	8ms	196.2%	0	0	99.2 KB	902 B
11	ca/c5bb44	2373410	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039294)	COMPLETED	0	2024-06-11 13:29:14.790	47s	7ms	129.2%	0	0	99.2 KB	902 B
12	7b/0822ea	2374696	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039295)	COMPLETED	0	2024-06-11 13:29:15.765	46s	9ms	159.2%	0	0	99.2 KB	902 B
13	5d/eda106	2375695	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039296)	COMPLETED	0	2024-06-11 13:29:16.618	54s	7ms	130.8%	0	0	99.2 KB	902 B
14	af/593139	2376408	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039297)	COMPLETED	0	2024-06-11 13:29:17.731	54.8s	9ms	164.2%	0	0	99.2 KB	902 B
15	d7/b7f758	2377970	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039298)	COMPLETED	0	2024-06-11 13:29:18.936	54.2s	6ms	143.4%	0	0	99.2 KB	902 B
16	01/e07897	2378671	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039299)	COMPLETED	0	2024-06-11 13:29:19.632	53.5s	8ms	97.2%	0	0	99.2 KB	901 B
17	52/283be4	2379615	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039300)	COMPLETED	0	2024-06-11 13:29:20.628	52.5s	7ms	126.1%	0	0	99.2 KB	902 B
18	2e/e6ab93	2380492	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR7039301)	COMPLETED	0	2024-06-11 13:29:21.525	51.6s	9ms	238.2%	0	0	99.2 KB	902 B
