task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	c9/bc5f83	800100	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267905)	COMPLETED	0	2024-06-11 09:01:16.075	3.3s	9ms	121.6%	0	0	103.3 KB	898 B
3	9c/926789	800119	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267906)	COMPLETED	0	2024-06-11 09:01:16.083	3.3s	8ms	118.2%	0	0	103.3 KB	898 B
4	9d/c99f72	800184	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267907)	COMPLETED	0	2024-06-11 09:01:16.115	5.1s	11ms	150.0%	0	0	103.3 KB	898 B
5	32/4f7d85	800457	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267908)	COMPLETED	0	2024-06-11 09:01:16.186	5.1s	9ms	145.8%	0	0	103.3 KB	898 B
6	13/b024b2	800484	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267909)	COMPLETED	0	2024-06-11 09:01:16.193	6.3s	14ms	124.3%	0	0	103.3 KB	898 B
7	ef/eb89a2	800604	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267910)	COMPLETED	0	2024-06-11 09:01:16.249	7.6s	10ms	106.7%	0	0	103.3 KB	898 B
8	2c/5ed78a	800751	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267911)	COMPLETED	0	2024-06-11 09:01:16.319	7.7s	8ms	126.8%	0	0	103.3 KB	898 B
9	d3/e9ea5f	801006	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267912)	COMPLETED	0	2024-06-11 09:01:16.395	9s	7ms	69.8%	0	0	103.3 KB	897 B
11	e2/584d6d	801187	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267914)	COMPLETED	0	2024-06-11 09:01:16.504	9.1s	8ms	160.0%	0	0	103.3 KB	898 B
12	61/5e2747	801257	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267915)	COMPLETED	0	2024-06-11 09:01:16.550	9.3s	9ms	155.2%	0	0	103.3 KB	898 B
10	e2/568060	801101	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267913)	COMPLETED	0	2024-06-11 09:01:16.449	10.8s	10ms	92.4%	0	0	103.3 KB	897 B
13	2e/0d7b1d	801329	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267916)	COMPLETED	0	2024-06-11 09:01:16.597	11s	9ms	122.8%	0	0	103.3 KB	898 B
14	65/f803f4	801401	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267917)	COMPLETED	0	2024-06-11 09:01:16.646	11.6s	7ms	138.7%	0	0	103.3 KB	898 B
15	4b/c8c74d	801534	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267918)	COMPLETED	0	2024-06-11 09:01:16.726	13s	10ms	103.0%	0	0	103.3 KB	898 B
16	66/d69f91	801693	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267919)	COMPLETED	0	2024-06-11 09:01:16.785	14.9s	11ms	126.3%	0	0	103.3 KB	898 B
17	2d/4868db	801784	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1267920)	COMPLETED	0	2024-06-11 09:01:16.866	14.8s	11ms	149.3%	0	0	103.3 KB	898 B
