task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	37/10e709	3950089	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212513)	COMPLETED	0	2024-06-11 22:08:30.028	4.6s	10ms	145.8%	0	0	103.6 KB	902 B
2	44/f36862	3950066	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212512)	COMPLETED	0	2024-06-11 22:08:30.019	4.7s	12ms	135.7%	0	0	103.6 KB	902 B
5	ed/c031da	3950402	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212515)	COMPLETED	0	2024-06-11 22:08:30.232	5.1s	10ms	166.0%	0	0	103.6 KB	902 B
4	9e/0f799a	3950295	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212514)	COMPLETED	0	2024-06-11 22:08:30.147	5.6s	9ms	122.4%	0	0	103.6 KB	902 B
8	cf/5a7355	3950754	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212518)	COMPLETED	0	2024-06-11 22:08:30.392	5.6s	9ms	112.4%	0	0	103.6 KB	902 B
6	2d/ecb7e5	3950573	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212516)	COMPLETED	0	2024-06-11 22:08:30.311	5.8s	8ms	104.5%	0	0	103.6 KB	902 B
7	d4/bab7da	3950682	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212517)	COMPLETED	0	2024-06-11 22:08:30.350	6.8s	8ms	140.5%	0	0	103.6 KB	902 B
9	c8/060683	3950831	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212519)	COMPLETED	0	2024-06-11 22:08:30.450	7.5s	8ms	127.6%	0	0	103.6 KB	902 B
10	ec/9a105d	3950977	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212520)	COMPLETED	0	2024-06-11 22:08:30.488	7.9s	10ms	131.6%	0	0	103.6 KB	902 B
14	ea/354f99	3951174	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212524)	COMPLETED	0	2024-06-11 22:08:30.596	8s	11ms	97.7%	0	0	103.6 KB	901 B
12	53/58e2bb	3951063	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212522)	COMPLETED	0	2024-06-11 22:08:30.535	8.4s	9ms	159.2%	0	0	103.6 KB	902 B
15	09/5dd02a	3951237	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212525)	COMPLETED	0	2024-06-11 22:08:30.649	8.4s	10ms	105.1%	0	0	103.6 KB	902 B
11	70/7c709e	3951013	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (ERS1212521)	COMPLETED	0	2024-06-11 22:08:30.505	8.7s	7ms	66.7%	0	0	103.6 KB	901 B
