Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
SRR8571588_2	10.600957277078532	2.323465106659576	1.223187378124446	0.9029131950599776	0.6913667789399043	0.6452756603439106	0.5956390710866868	0.4443656562075282	0.3616380074454884	7.453761153459788	4.714294155882526	16.82916740530639	8.609584589020859	38.35962890740412	6.244755657980264	0.0
SRR8571589_1	3.7865748709122204	1.9793459552495698	0.5163511187607573	0.5163511187607573	0.6454388984509466	0.25817555938037867	0.30120481927710846	0.34423407917383825	0.387263339070568	4.604130808950086	3.1841652323580036	25.38726333907057	0.0	58.0895008605852	0.0	0.0
SRR8571589_2	14.414802065404475	2.4096385542168677	1.4199655765920827	0.5163511187607573	0.8605851979345954	0.0	0.0	1.376936316695353	0.0	1.8932874354561102	2.4526678141135974	23.666092943201377	0.0	50.98967297762479	0.0	0.0
SRR8571590_1	16.416291103321647	3.171423802370222	1.4521782674011017	0.8679686195960608	0.7928559505925555	0.5007511266900351	0.46736771824403267	0.5341345351360374	0.3755633450175263	5.7169086963779	2.7875146052411948	17.00884660323819	4.540143548656317	45.368052078117174	0.0	0.0
SRR8571590_2	40.402270071774325	3.3216491403772324	1.2518778167250877	0.5675179435820397	0.7093974294775497	1.1517275913870806	0.642630612585545	0.40060090135202797	0.15022533800701052	6.326155900517443	2.0196962109831413	5.3663829076948755	0.0	37.689868135536635	0.0	0.0
SRR8571591_1	17.30458221024259	3.7735849056603774	1.6172506738544474	1.078167115902965	1.078167115902965	0.0	0.7547169811320755	0.0	0.9703504043126685	26.41509433962264	17.035040431266847	29.973045822102424	0.0	0.0	0.0	0.0
SRR8571591_2	61.40161725067386	5.714285714285714	2.102425876010782	1.509433962264151	1.078167115902965	0.646900269541779	1.8867924528301887	1.293800539083558	0.48517520215633425	14.17789757412399	2.803234501347709	6.900269541778976	0.0	0.0	0.0	0.0
SRR8571592_1	0.6461986034101636	0.2218690114775332	0.15567604672732993	0.10868721372564241	0.0827412059377541	0.10296683405587176	0.07865522045934648	0.06864455603724784	0.06803165821548669	1.683834615651776	1.4200842530205648	3.245293966225244	0.9152607471633045	3.6471506380266328	2.836491119110563	84.71841431075553
SRR8571592_2	4.700109095812274	0.8073907305333438	0.46028626414261725	0.31216929055034137	0.2553740924004756	0.22922378533866689	0.24025594613036744	0.20266487972901742	0.15261155761852424	3.6336668859478873	1.7275546602707372	4.734022775283057	1.1371297586408378	5.363468838231749	2.5245261278341418	73.51954531153596
SRR8571593_1	5.046153846153846	1.805128205128205	1.4153846153846155	0.7384615384615384	0.6153846153846154	0.12307692307692308	0.2871794871794872	0.3282051282051282	0.3692307692307692	3.117948717948718	1.3128205128205128	6.605128205128205	0.0	78.23589743589744	0.0	0.0
SRR8571593_2	12.082051282051282	1.8461538461538463	1.2923076923076922	0.8205128205128205	1.1282051282051282	0.12307692307692308	0.43076923076923074	0.8205128205128205	0.0	3.9179487179487182	1.3743589743589744	5.846153846153846	0.0	70.31794871794872	0.0	0.0
SRR8571594_1	1.5714162819373152	0.6079201674648008	0.6021850715453216	0.3211653714908382	0.3441057551687552	0.3096951796518797	0.22080119289995126	0.20646345310125314	0.23227138473890974	2.9965876179279096	1.428038883950334	5.531500014337739	5.4540762194247705	10.730364465345684	26.66532847761879	42.77808046339575
SRR8571594_2	8.869325839474666	1.8753763656697158	1.3162045135204887	0.929085538955639	0.6882115103375104	0.5505692082700083	0.3412382072090156	0.3441057551687552	0.18065552146359648	4.676970722335331	2.7614486852292606	5.3164339173572674	9.620623404926446	62.5297508100823	0.0	0.0
SRR8571595_1	28.01857585139319	7.120743034055728	1.393188854489164	2.476780185758514	1.5479876160990713	0.9287925696594427	2.1671826625387	1.238390092879257	0.0	33.591331269349844	21.517027863777088	0.0	0.0	0.0	0.0	0.0
SRR8571595_2	74.76780185758514	3.7151702786377707	2.786377708978328	1.238390092879257	1.5479876160990713	0.9287925696594427	1.08359133126935	1.238390092879257	0.0	12.693498452012383	0.0	0.0	0.0	0.0	0.0	0.0
SRR8571596_1	5.027981058975463	1.4119672836848902	0.9814894532931554	0.654326302195437	0.6457167455876023	0.36160137752905724	0.18080068876452862	0.2755058114507103	0.30994403788204905	5.7770124838570815	2.4709427464485576	11.614291863969006	5.9405940594059405	64.34782608695652	0.0	0.0
SRR8571596_2	21.876883340507963	3.3405079638398623	1.5755488592337492	0.8265174343521309	0.9900990099009901	0.7748600947051227	0.482135170038743	0.482135170038743	0.38743004735256137	6.913473956091261	2.755058114507103	20.78346965131296	28.351269909599658	10.460611278519156	0.0	0.0
SRR8571597_1	1.878413678461173	0.89289954880076	0.6981714557112325	0.4654476371408217	0.4393255758727143	0.35620992638328186	0.2992163381619568	0.39895511754927565	0.3205889337449537	2.5552125385894087	2.5005936832106386	5.459510805034434	7.525528378057468	17.136072191878412	0.0	59.07385419140346
SRR8571597_2	10.068867252434101	2.132510092614581	1.260983139396818	0.9118974115412017	0.7242935169793397	0.4844454998812634	0.5485632866302541	0.41795298028971745	0.47019710282593213	5.103300878651152	2.462597957729755	8.622654951317976	8.615530752790312	58.17620517691759	0.0	0.0
SRR8571598_1	1.217952621643018	0.5389440350770355	0.3836550758175507	0.36538578649290543	0.28165154375494794	0.3105779185189696	0.22379879422690457	0.25577005054503377	0.287741306863163	2.9109067657268133	1.3564947323549115	4.844406552585104	1.9928749771633885	6.339443395651909	25.252725168990924	53.437671274587416
SRR8571598_2	8.889531697216977	1.546799829486633	0.9637050118750381	0.6698739419036599	0.5024054564277449	0.43846294379148654	0.31971256318129226	0.25577005054503377	0.3288472078436149	4.678460507886243	2.1862249558492177	6.922538213263504	6.785518543328664	9.372145423543024	31.57389927531819	24.566104378539674
SRR8571599_1	0.8431477516059956	0.3100463954318344	0.2107869379014989	0.13829407566024268	0.16171484653818702	0.12044967880085652	0.0936830835117773	0.08922198429693076	0.16059957173447537	2.453604568165596	1.810091006423983	3.1160778015703072	0.7394271948608138	5.306477516059957	5.816158101356174	78.63021948608136
SRR8571599_2	5.26075124910778	0.8074589578872235	0.48514453961456105	0.3122769450392577	0.27324232690935046	0.20744111349036404	0.25762847965738755	0.19628836545324768	0.1706370449678801	3.0558529621698787	2.0710653104925054	4.253658101356174	0.7238133476088507	12.157610635260529	0.0	69.767130620985
SRR8571600_1	1.1635939212043256	0.45257491305797726	0.3501500643132771	0.22866942975560953	0.19651279119622697	0.20008575103615836	0.2751179076747178	0.23819732266209329	0.20365871087608978	3.087037301700729	0.9277785717688534	4.54599590300605	3.1180029536468012	0.0	17.241913200895624	67.77071125720548
SRR8571600_2	7.596112619694155	1.3743985517602781	0.778905245105045	0.5526177885760564	0.41684531465866326	0.4501929398313563	0.3334762517269306	0.23819732266209329	0.24653422895526655	4.668667524177028	1.923443380496403	3.4717259778000096	5.38802343861655	17.506312229050547	0.0	55.05454718688962
SRR8571601_1	1.0750725839900455	0.3832434674408959	0.2861883036084612	0.24554126918291166	0.16590626296142677	0.18913313977602655	0.16258813770219827	0.08627125673994193	0.18664454583160514	3.023641642472003	1.4458730817088346	3.165491497304023	2.13604313562837	7.03608461219411	9.62919950228121	70.78307756117793
SRR8571601_2	8.52426379095811	1.2509332227291579	0.7291580257154708	0.5906262961426794	0.476980506014102	0.41310659477395273	0.4122770634591456	0.25881377021982577	0.21650767316466196	4.875985068436334	2.1103276648693488	4.898382413936126	4.85109912899212	6.865201161343841	9.868934052260473	53.657403566984655
SRR8571602_1	1.5984668655676297	0.8928765870336898	0.7513229817722511	0.4181275724645572	0.33755090485419975	0.37892811254600495	0.41159432914479843	0.2613297327903482	0.2155970295520373	3.495285176070907	1.0518521744811515	4.699579694679762	7.291099544850716	35.88275005988806	15.7211611751127	26.592478059191183
SRR8571602_2	8.055489013262484	1.7639756963348505	1.156384067597291	0.7491452339989982	0.7404342429059866	0.5487924388597312	0.3658616259064875	0.29617369716239467	0.2155970295520373	5.775387094666696	1.9164180404625537	7.606872971972386	15.9106252313857	31.65574163200418	0.0	23.24310198392822
SRR8571603_1	1.9685526804506623	0.9099913334158722	0.677850687136313	0.4828525442614832	0.5261854649003344	0.44571004085675375	0.10833230159712766	0.2723783583013495	0.19499814287482978	3.1602079980190663	2.4978333539680575	4.46329082580166	12.953448062399406	10.842515785563947	23.526680698279065	36.969171722174075
SRR8571603_2	10.121332177788783	1.9933143493871486	1.0957038504395196	0.9657050885229664	0.6654698526680698	0.6314225578804011	0.4549956667079361	0.44571004085675375	0.3621394081961124	5.6178036399653335	2.092361025133094	10.022285502042838	15.423424538813915	32.98563823201684	17.12269406958029	0.0
SRR8571604_1	1.2897764890255858	0.31343496224533407	0.20867728769809676	0.12403308666392901	0.14247043738424275	0.1206808410784174	0.11732859549290582	0.1273853322494406	0.08296807824141196	2.3122113926066223	1.0048356142571004	2.903882738449419	2.7580600554796644	1.3777729356452655	5.025854194078258	82.0906279594043
SRR8571604_2	6.10192502702748	0.9218675360156884	0.6210034947160229	0.41232620701792616	0.4232210051708389	0.31175883945257826	0.29918791850690984	0.2748841380119508	0.21119147188723045	3.803960678159282	1.7222161695565816	2.57620073246566	4.290874349454841	5.2630255692532035	16.676583726523805	56.089773136779996
SRR8571605_1	4.85587384863028	1.0135034429308136	0.5455033236951143	0.42924851700599165	0.43222940948519983	0.44713387188124126	0.47992368915253225	0.31001281783766055	0.3487644200673682	3.0196440814379826	1.755745670253674	2.286344531552747	3.5323575878618056	4.319313202372791	35.84821295495871	40.37618863087609
SRR8571605_2	13.056309058932245	1.4129430351447223	0.6975288401347364	0.7988791844278177	0.7452231198020688	0.44713387188124126	0.3338599576713268	0.42924851700599165	0.21462425850299582	4.891644558380779	2.068739380570543	5.025784719945152	0.0	18.186425015649686	17.70053954153874	33.991116940411956
SRR8571606_1	1.3108874055117907	0.3597103817554894	0.19424360614796432	0.14388415270219576	0.09249695530855442	0.09558018715217291	0.09352469925642726	0.07399756424684353	0.08787210754312672	2.272855740720757	1.2815967029974153	2.8987518049753085	2.268230892955329	2.3519920247069646	4.872020184891136	81.60235558912852
SRR8571606_2	8.987620824147871	1.2075991387505716	0.6952687807359674	0.49742807077044826	0.39568141993103834	0.2867405614565187	0.3165451359448307	0.2589914748639524	0.22661754050595836	4.563697000529288	1.9881706671599837	4.3838418096515435	1.923936670417932	5.3956557263323415	8.55802385393703	60.31418132486473
SRR8571607_1	8.383494089491624	3.1909493074189568	2.262673145260715	1.1893538327652478	1.124084415113496	0.6962071216186815	0.761476539270433	0.4641380810791211	0.7179635941692654	8.82587569802016	6.01203858147799	39.32845021393865	9.043440423525999	17.999854956849664	0.0	0.0
SRR8571607_2	15.99100732467909	4.090216839509754	2.393211980564218	1.4504315033722532	1.124084415113496	1.0443106824280224	0.8122416418884618	0.5221553412140112	0.9137718471245195	12.626006236855464	5.417361665095366	36.891725288273264	7.005584161287984	9.717891072594096	0.0	0.0
SRR8571608_1	5.346539656871415	1.7484902847613515	1.0839629077494504	0.747909139146474	0.6948480177881092	0.4851302524193345	0.3360537686029765	0.525557773454279	0.5457715339717513	5.765975187608965	2.450918462743513	14.407357808828362	6.65285393031306	23.66526012583066	0.0	35.5433711499103
SRR8571608_2	14.152159082295274	2.708643909341284	1.5539328397806806	1.3240013138944338	1.035955226520454	0.8338176213457312	0.5482982540364353	0.6670540970765849	0.4775500922252824	9.156833514414938	3.658690653662481	13.90706723602092	0.0	32.89536852212143	17.08062763726407	0.0
SRR8571609_1	3.7587253414264032	1.2321699544764797	0.7374810318664643	0.5705614567526556	0.4476479514415782	0.37329286798179057	0.40364188163884673	0.19423368740515934	0.25948406676783003	4.884673748103187	2.8072837632776935	8.450682852807285	1.9104704097116842	4.042488619119879	31.728376327769347	38.19878603945372
SRR8571609_2	16.10318664643399	2.361153262518968	1.5204855842185128	0.9893778452200304	0.6828528072837633	0.5371775417298938	0.5948406676783005	0.5705614567526556	0.5189681335356601	9.286798179059181	5.022761760242792	4.675265553869499	0.8452200303490136	23.408194233687404	32.883156297420335	0.0
SRR8571610_1	5.2447497361082664	1.9819450790099729	1.2761331589809841	0.9515857136105116	0.8271233437839711	0.6900571896711988	0.5514155625226475	0.428528665731886	0.41119846233831703	6.166401462038977	2.8311250452948498	9.222819151450224	17.054495612307598	28.75395837600239	0.0	23.608463441148206
SRR8571610_2	11.396971940825233	2.621587131536244	1.725142974177997	1.1595481543333386	0.8822649000362359	0.7467742189592426	0.639642052526271	0.428528665731886	0.49627400627038265	8.690309265356923	3.020181809588329	16.4841743733556	9.900272556835189	31.56302679879634	10.24530115167079	0.0
SRR8571611_1	6.05612019443217	2.1343349536014142	1.2395050817498894	0.9279717189571366	0.7954043305346884	0.7688908528501989	0.5103844454264251	0.5656208572691118	0.27839151568714093	5.552364118426867	3.1749889527176314	16.20636323464428	9.67741935483871	27.470172337604946	0.0	24.642068051259393
SRR8571611_2	13.415819708351744	3.044631020768891	1.9619973486522315	1.3521873619089704	0.8616880247459124	0.7954043305346884	0.7733097657976138	0.6539991162174105	0.656208572691118	7.936367653557225	3.729562527618206	18.36942112240389	8.950508174988952	37.498895271763146	0.0	0.0
SRR8571612_1	3.4691444126976987	1.0078966905892146	0.6951787441787217	0.5039483452946073	0.4499538797273279	0.4049584917545952	0.4409548021327814	0.34196494859276927	0.2632230196404869	6.189115615649396	2.665976737384418	3.0079416859771873	1.8470606762806812	11.064365902494993	27.791401381358412	39.85691466624671
SRR8571612_2	8.3691421629283	1.4893473418974557	1.0258948457783077	0.6389345092128057	0.6411842786114423	0.3509640261873158	0.42520641634232487	0.5039483452946073	0.2632230196404869	7.201511845035884	3.403901100137236	3.349906634569957	1.579338117842921	21.069090418232133	13.30963576233436	36.37877117595447
SRR8571613_1	2.684908231712713	0.5946797401815896	0.3822941186881648	0.26902178722500486	0.22123502238898424	0.22300490256809613	0.16105909629918055	0.18406753862763492	0.14336029450806181	3.840639988672767	1.2336064848409762	1.9875754411426347	2.3964177625174776	10.638749756641475	0.0	75.03937983398524
SRR8571613_2	8.258260915736004	0.9097184120635032	0.5044158510468841	0.3893736394046123	0.32742783313569673	0.3398169943894798	0.23539406382187927	0.2407037043592149	0.3185784322401374	4.737969239482487	1.757491017858091	2.194651422098724	3.222951806162723	9.59275057078636	0.0	66.9704960974142
SRR8571614_1	6.929598230740877	2.3737559896793217	1.2163656468853667	0.9730925175082934	0.6266126059712496	0.6192406929598231	0.5676373018798377	0.6487283450055289	0.3980833026170291	9.664577957980097	3.693328418724659	14.139329155915961	9.40656100258017	0.0	48.74308883155179	0.0
SRR8571614_2	12.060449686693698	2.4622189458164394	1.9240692959823076	1.2974566900110578	0.7740508661997788	0.6634721710283819	0.5160339107998526	0.6487283450055289	0.46443051971986726	10.962034647991153	5.455215628455584	9.096940656100259	8.182823442683377	0.0	45.49207519351272	0.0
SRR8571615_1	4.494268032870041	1.0956680531601906	0.8369686517195902	0.649284772243076	0.6340671603936289	0.5478340265800953	0.6036319366947347	0.28406208785634574	0.2282641777417064	7.162422643806432	1.0703053667444455	3.388454905143553	4.565283554834128	11.225525007608805	63.21395962260322	0.0
SRR8571615_2	9.693618748097798	1.6739373034391805	1.1108856650096377	0.9130567109668256	0.7608805924723546	0.5173988028812012	0.6036319366947347	0.3652226843867303	0.18261134219336514	6.421832200466674	3.8094754996449223	5.54935578776504	9.186365019782896	24.0844070203916	35.12732068580704	0.0
SRR8571616_1	4.323400097703957	1.4044943820224718	0.8610161211529067	0.6839276990718124	0.8243771372740596	0.3663898387884709	0.42745481191988277	0.3419638495359062	0.3847093307278945	5.660723009281876	2.009037616023449	5.37371763556424	4.353932584269663	28.352467024914507	44.6323888617489	0.0
SRR8571616_2	11.474108451392281	2.149487054225696	1.1174890083048363	0.8549096238397655	0.7327796775769418	0.6961406936980947	0.5556912554958475	0.3419638495359062	0.6595017098192477	7.565950170981925	2.79066927210552	4.604298974108452	3.7738153395212506	24.08402540302882	38.599169516365414	0.0
SRR8571617_1	14.476744186046512	3.0232558139534884	2.441860465116279	1.1627906976744187	2.0348837209302326	2.0930232558139537	2.0348837209302326	0.0	2.0930232558139537	13.604651162790699	3.3139534883720927	53.72093023255814	0.0	0.0	0.0	0.0
SRR8571617_2	57.84883720930233	6.162790697674419	2.9651162790697674	2.7906976744186047	2.0348837209302326	2.441860465116279	1.2209302325581395	0.46511627906976744	0.5232558139534884	13.895348837209303	9.651162790697674	0.0	0.0	0.0	0.0	0.0
SRR8571618_1	1.9983990725661764	0.8225454746197798	0.7866626183444202	0.5078804272820117	0.26222087278147344	0.34778768389963843	0.28982306991636536	0.30914460791078974	0.19873581937122198	3.301222777333076	1.454635789008805	7.413950150431975	0.0	27.1771232990146	24.836456981975765	30.293411355543903
SRR8571618_2	10.825581716304617	2.119848739959701	1.5153606227055674	0.982638218002153	0.9384747025863258	0.612768776394601	0.36710922189406275	0.30914460791078974	0.2981037290568329	5.575643821248171	2.4013911507355985	6.627287532087554	7.151729277650501	60.274917883463516	0.0	0.0
SRR8571619_1	1.602878639188747	0.9421000981354269	0.6084396467124632	0.4448806018972849	0.42525351651946347	0.5888125613346418	0.2747791952894995	0.05233889434085705	0.11776251226692837	2.695453058554138	0.346745175008178	2.9506051684658163	0.0	88.94995093228655	0.0	0.0
SRR8571619_2	8.014393195943734	1.6355904481517827	0.9617271835132483	0.7327445207719987	0.6215243702976775	0.5888125613346418	0.5037618580307491	0.2616944717042853	0.2944062806673209	4.710500490677134	1.4393195943735688	4.344128230291135	0.0	75.89139679424272	0.0	0.0
SRR8571620_1	0.4940637210700331	0.20241584009618274	0.14018823264201982	0.10144274120829576	0.07749098286744815	0.06621956717763752	0.05259993988578299	0.045085662759242556	0.06974188458070334	1.3171118875864143	1.0195934776074542	2.6687424857228734	0.4980556807935077	5.698170273519687	1.2478396453261198	86.3012379771566
SRR8571620_2	4.911049744514577	0.8162383528704539	0.4614235798016231	0.3325067628494139	0.2453881124135858	0.22401938683498648	0.21368725578599337	0.1634355275022543	0.16273106402164111	3.2013168770664264	1.6313025999398858	3.9626070784490532	0.985544409377818	6.8720412533814255	0.0	75.81670799519085
SRR8571621_1	8.783518125344028	3.365573641582134	1.9815994338287333	1.3525202484862782	0.8649838798458755	1.0379806558150506	0.7706220020445074	0.5661712668082095	0.6369426751592357	7.265864590705355	4.757411339152315	45.41951718172525	4.403554297397185	18.793740662105844	0.0	0.0
SRR8571621_2	18.54997247778564	3.994652826924589	2.264685067232838	1.635605881890383	1.179523472517103	1.4626091059212079	0.880710859479437	0.754895022410946	0.8492569002123143	10.710073130455296	7.344499488873161	33.50633010930251	0.0	16.867185656994575	0.0	0.0
SRR8571622_1	1.2098356367441252	0.4948336748484981	0.37276016915900073	0.2703056197410298	0.22343811309238348	0.14387234599119325	0.1297030997950909	0.14823211405153247	0.13733269390068448	3.4921742163316916	1.6316431965819418	2.990800889392684	2.3608144046736714	9.408379474211973	0.0	76.9858743514845
SRR8571622_2	8.854688930548894	1.3144700701922658	0.7095522518202032	0.5624100797837555	0.40872825565679904	0.37929982124950956	0.3738501111740855	0.2703056197410298	0.2550464315298426	4.44151371147055	1.8485416575838167	5.417011814971444	3.5957187077647466	7.025766229236605	16.608536425862145	47.93455988141431
SRR8571623_1	14.50145560407569	4.075691411935954	2.12882096069869	1.3828238719068413	1.6375545851528384	0.8733624454148471	1.0189228529839884	0.2911208151382824	0.49126637554585156	14.374090247452692	11.60844250363901	47.61644832605531	0.0	0.0	0.0	0.0
SRR8571623_2	25.855167394468705	4.075691411935954	2.1834061135371177	1.9650655021834063	1.8195050946142648	1.0917030567685588	1.5283842794759825	1.0189228529839884	0.49126637554585156	16.885007278020378	17.612809315866084	25.47307132459971	0.0	0.0	0.0	0.0
SRR8571624_1	8.257203092059031	2.8109627547434997	1.9275173175384	1.264933239634575	1.330187732155406	0.783053910249975	0.6324666198172875	0.8031322156409998	0.6324666198172875	9.0753940367433	2.795904025700231	33.63618110631463	30.0020078305391	6.0485894990462805	0.0	0.0
SRR8571624_2	15.500451761871298	3.3831944583877123	2.439514105009537	1.5259512097178998	1.4556771408493123	1.2950506977211123	0.8081517919887562	0.92360204798715	0.9035237425961249	11.223772713582973	5.978315430177693	33.58598534283706	14.878024294749522	6.098785262523843	0.0	0.0
SRR8571625_1	1.8719624212264259	0.8185475431946608	0.683673232100086	0.4743855079878148	0.511592214496663	0.32090784363881586	0.30928074785480086	0.14882682603539288	0.2720740413459526	3.4648745436364905	1.1301537102062647	5.325209869078901	0.0	35.40218124316908	15.933772062414251	33.332558193614396
SRR8571625_2	11.957305304281096	2.0231146664186217	1.2068925423807642	0.9394693393484175	0.6976257470409041	0.4185754482245425	0.43950422063576955	0.2790502988163616	0.3976466758133153	5.220566007022766	1.5766341883124435	6.9483524405274055	10.541125037788062	28.930539729786293	0.0	28.423598353603236
SRR8571626_1	4.638574854402192	1.7677286742034943	1.4594039054470709	1.014045906132237	0.6851661527920521	0.328879753340185	0.38369304556354916	0.328879753340185	0.3083247687564234	5.1250428228845495	1.5347721822541966	15.12161699212059	5.2141144227475165	62.08975676601576	0.0	0.0
SRR8571626_2	19.897225077081192	3.0969510106200757	1.7677286742034943	1.2881123672490578	0.6166495375128468	1.274409044193217	0.5275779376498801	0.5481329222336416	0.4316546762589928	6.221308667351833	5.00171291538198	20.328879753340185	18.30078794107571	20.698869475847893	0.0	0.0
SRR8571627_1	1.7476824932717547	0.6711632388610161	0.4784530019603283	0.29903312622520517	0.24919427185433762	0.14951656311260259	0.2790975844768582	0.15948433398677608	0.1345649068013423	3.7013655846097615	1.6313918330730637	4.611755324450942	2.888992258364621	22.38927467853939	0.0	60.609030800412
SRR8571627_2	10.881483204306077	1.694521048609496	0.8372927534305744	0.6445825165298867	0.4900820679801974	0.4086786058411137	0.33724291457620365	0.2658072233112935	0.2093231883576436	4.543642223477423	1.9138120078413132	8.020732963418281	7.093730272120145	10.859886367412035	0.0	51.799182642788324
SRR8571628_1	1.0756070706948495	0.4162079103701105	0.23956152980605197	0.17906619399644289	0.16333740668594451	0.15244824624021489	0.15244824624021489	0.1451888059430618	0.11978076490302599	3.0828423128576787	1.9273813988941453	2.176622182429735	3.209882518057858	6.234649308538312	0.0	80.72497610434235
SRR8571628_2	6.457272144317673	0.9606659326565922	0.6206821454065892	0.4646041790177977	0.35692248127669357	0.29763705218327663	0.2032643283202865	0.2032643283202865	0.16333740668594451	4.2020060253354465	1.6672514549128263	6.354430073441337	2.0483720705133637	5.474827890769621	0.0	70.52546248684226
SRR8571629_1	2.017358667604973	1.0321369927281256	0.7975604034717335	0.2502150285401517	0.3127687856751896	0.37532254281022753	0.27367268746579093	0.37532254281022753	0.07037297677691766	2.9947611228399404	0.60207991242474	1.118148408788803	4.105090311986864	30.252560794432714	55.422628821643606	0.0
SRR8571629_2	7.936507936507936	1.4387364141058723	0.7741027445460943	0.5629838142153413	0.9383063570255689	0.422237860661506	0.49261083743842365	0.3127687856751896	0.211118930330753	4.871373836891078	1.743685980139182	3.5108296192040034	7.5690046133395885	20.259598092110405	48.956134177809055	0.0
SRR8571630_1	1.3139848692651417	0.4512675308587356	0.4910852541698004	0.2654514887404327	0.24333053134539662	0.37163208423660576	0.3406627438835553	0.3539353183205769	0.23890633986638943	2.5262133345131175	1.3316816351811707	2.6102729726142546	0.0	33.69464230411892	0.0	55.766933592885906
