task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
8	d8/03f5bb	3234574	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571603)	COMPLETED	0	2024-06-11 12:23:19.932	11m 21s	8ms	127.6%	0	0	99.2 KB	902 B
7	4d/340c2f	3234158	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571601)	COMPLETED	0	2024-06-11 12:23:19.683	11m 34s	8ms	163.4%	0	0	99.2 KB	902 B
20	5e/933c4c	3236531	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571592)	COMPLETED	0	2024-06-11 12:23:27.175	12m 46s	10ms	96.7%	0	0	99.2 KB	901 B
21	1c/808ca1	3236556	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571593)	COMPLETED	0	2024-06-11 12:23:27.202	12m 46s	6ms	79.4%	0	0	99.2 KB	901 B
22	c7/d60a0e	3236610	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571594)	COMPLETED	0	2024-06-11 12:23:27.456	12m 45s	7ms	126.8%	0	0	99.2 KB	902 B
23	44/a96094	3236647	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571596)	COMPLETED	0	2024-06-11 12:23:27.540	12m 45s	9ms	197.5%	0	0	99.2 KB	902 B
1	05/6d3615	3236684	NFCORE_AMPLISEQ:AMPLISEQ:FORMAT_TAXONOMY	COMPLETED	0	2024-06-11 12:23:27.673	12m 45s	4s	101.1%	4.1 MB	9.8 MB	132 MB	652.4 MB
24	a5/3a2f0c	3236776	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571599)	COMPLETED	0	2024-06-11 12:23:28.097	12m 45s	11ms	170.5%	0	0	99.2 KB	902 B
25	bb/9dbbb4	3236830	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571600)	COMPLETED	0	2024-06-11 12:23:28.615	12m 44s	9ms	92.0%	0	0	99.2 KB	901 B
26	11/785183	3236890	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571602)	COMPLETED	0	2024-06-11 12:23:28.909	12m 44s	6ms	83.9%	0	0	99.2 KB	901 B
27	37/7653ad	3236978	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571608)	COMPLETED	0	2024-06-11 12:23:29.191	12m 44s	7ms	98.6%	0	0	99.2 KB	901 B
28	42/411cb8	3237165	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571609)	COMPLETED	0	2024-06-11 12:23:29.647	12m 43s	9ms	55.6%	0	0	99.2 KB	901 B
29	ba/d22fcd	3237202	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571610)	COMPLETED	0	2024-06-11 12:23:30.111	12m 43s	11ms	139.3%	0	0	99.2 KB	902 B
30	fa/d288f7	3237459	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571611)	COMPLETED	0	2024-06-11 12:23:30.446	12m 43s	15ms	111.8%	0	0	99.2 KB	902 B
31	8b/d36d4d	3237476	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571617)	COMPLETED	0	2024-06-11 12:23:30.460	12m 43s	7ms	124.6%	0	0	99.2 KB	902 B
32	0d/e8fdce	3237540	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571622)	COMPLETED	0	2024-06-11 12:23:31.029	12m 42s	7ms	126.8%	0	0	99.2 KB	902 B
33	79/199487	3237631	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571624)	COMPLETED	0	2024-06-11 12:23:31.179	12m 42s	8ms	94.1%	0	0	99.2 KB	901 B
34	01/efaab1	3237669	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571626)	COMPLETED	0	2024-06-11 12:23:31.280	12m 42s	10ms	118.2%	0	0	99.2 KB	902 B
35	70/e4b5ba	3237708	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571582)	COMPLETED	0	2024-06-11 12:23:31.432	12m 42s	10ms	167.7%	0	0	99.2 KB	902 B
36	91/a628b4	3237759	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571586)	COMPLETED	0	2024-06-11 12:23:31.672	12m 41s	8ms	122.4%	0	0	99.2 KB	902 B
37	fb/5eded6	3237797	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571588)	COMPLETED	0	2024-06-11 12:23:32.223	12m 41s	10ms	165.1%	0	0	99.2 KB	902 B
38	ae/0a16b6	3237800	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571595)	COMPLETED	0	2024-06-11 12:23:32.225	12m 41s	10ms	143.8%	0	0	99.2 KB	902 B
39	62/96591e	3237950	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571597)	COMPLETED	0	2024-06-11 12:23:32.522	12m 40s	10ms	103.5%	0	0	99.2 KB	902 B
40	ff/d9c745	3238024	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571604)	COMPLETED	0	2024-06-11 12:23:33.286	12m 40s	7ms	132.5%	0	0	99.2 KB	902 B
41	88/f05fbe	3238068	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571605)	COMPLETED	0	2024-06-11 12:23:33.515	12m 40s	6ms	69.8%	0	0	99.2 KB	901 B
42	cc/fe333f	3238223	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571606)	COMPLETED	0	2024-06-11 12:23:34.806	12m 38s	8ms	146.5%	0	0	99.2 KB	902 B
43	a5/001e05	3238265	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571607)	COMPLETED	0	2024-06-11 12:23:34.910	12m 38s	8ms	121.6%	0	0	99.2 KB	902 B
44	fb/fd3d35	3238303	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571613)	COMPLETED	0	2024-06-11 12:23:35.287	12m 38s	6ms	82.5%	0	0	99.2 KB	901 B
