task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	57/859e51	2855122	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571583)	COMPLETED	0	2024-05-09 12:03:53.987	1.3s	13ms	86.3%	2.4 MB	3.9 MB	703.1 KB	594.8 KB
3	81/837b4e	2855411	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571587)	COMPLETED	0	2024-05-09 12:03:54.206	1.2s	16ms	86.0%	2.4 MB	3.9 MB	5.3 MB	5.2 MB
4	3c/a121a8	2855445	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571589)	COMPLETED	0	2024-05-09 12:03:54.226	1.5s	9ms	128.4%	0	0	324.6 KB	216.3 KB
5	aa/194e3b	2855496	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571590)	COMPLETED	0	2024-05-09 12:03:54.279	1.5s	10ms	61.2%	2.4 MB	3.9 MB	1.7 MB	1.6 MB
6	a0/e3bbd3	2855851	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571598)	COMPLETED	0	2024-05-09 12:03:54.549	1.6s	12ms	116.9%	2.4 MB	3.9 MB	6.3 MB	6.1 MB
7	31/81cf3f	2856122	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571601)	COMPLETED	0	2024-05-09 12:03:55.066	1.6s	19ms	84.2%	2.4 MB	3.9 MB	11.5 MB	11.4 MB
8	b7/9c05d5	2856673	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571603)	COMPLETED	0	2024-05-09 12:03:55.271	2.2s	10ms	110.1%	2.4 MB	3.9 MB	3.2 MB	3.1 MB
14	31/860ef1	2857062	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571614)	COMPLETED	0	2024-05-09 12:03:55.632	3.2s	11ms	117.5%	2.4 MB	3.9 MB	1.9 MB	1.8 MB
15	18/578820	2857188	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571615)	COMPLETED	0	2024-05-09 12:03:55.723	3.3s	10ms	126.8%	2.4 MB	3.9 MB	2.5 MB	2.4 MB
13	29/d43100	2856928	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (SRR8571612)	COMPLETED	0	2024-05-09 12:03:55.563	3.5s	14ms	87.4%	2.4 MB	3.9 MB	5.8 MB	5.7 MB
